sample_id,record_id,dataset,split,sequence_key,subset,task,human_original,machine_original,human_comparison,machine_comparison
HR0100,site2/test/video1frame078,EndoVis 2018,test,site2/test/video1,challenge,q4.smoke,no,no,no,no
HR0100,site2/test/video1frame078,EndoVis 2018,test,site2/test/video1,challenge,q4.occlusion,no,yes,no,yes
HR0100,site2/test/video1frame078,EndoVis 2018,test,site2/test/video1,challenge,q5,blurry,blurry,degraded,degraded
HR0100,site2/test/video1frame078,EndoVis 2018,test,site2/test/video1,challenge,q6,yes,yes,yes,yes
HR0100,site2/test/video1frame078,EndoVis 2018,test,site2/test/video1,challenge,q7,yes,no,yes,no
HR0100,site2/test/video1frame078,EndoVis 2018,test,site2/test/video1,challenge,q9,none,none,none,none
HR0101,site2/test/video1frame092,EndoVis 2018,test,site2/test/video1,representative,q4.bleeding,no,no,no,no
HR0101,site2/test/video1frame092,EndoVis 2018,test,site2/test/video1,representative,q4.smoke,no,no,no,no
HR0101,site2/test/video1frame092,EndoVis 2018,test,site2/test/video1,representative,q4.occlusion,no,no,no,no
HR0101,site2/test/video1frame092,EndoVis 2018,test,site2/test/video1,representative,q5,clear,clear,clear,clear
HR0101,site2/test/video1frame092,EndoVis 2018,test,site2/test/video1,representative,q6,no,no,no,no
HR0101,site2/test/video1frame092,EndoVis 2018,test,site2/test/video1,representative,q7,yes,yes,yes,yes
HR0101,site2/test/video1frame092,EndoVis 2018,test,site2/test/video1,representative,q9,none,none,none,none
HR0102,site2/test/video1frame121,EndoVis 2018,test,site2/test/video1,representative,q4.bleeding,yes,yes,yes,yes
HR0102,site2/test/video1frame121,EndoVis 2018,test,site2/test/video1,representative,q4.smoke,no,no,no,no
HR0102,site2/test/video1frame121,EndoVis 2018,test,site2/test/video1,representative,q4.occlusion,no,no,no,no
HR0102,site2/test/video1frame121,EndoVis 2018,test,site2/test/video1,representative,q5,clear,clear,clear,clear
HR0102,site2/test/video1frame121,EndoVis 2018,test,site2/test/video1,representative,q6,yes,no,yes,no
HR0102,site2/test/video1frame121,EndoVis 2018,test,site2/test/video1,representative,q7,yes,yes,yes,yes
HR0102,site2/test/video1frame121,EndoVis 2018,test,site2/test/video1,representative,q9,none,none,none,none
HR0103,site2/test/video1frame145,EndoVis 2018,test,site2/test/video1,representative,q4.bleeding,yes,yes,yes,yes
HR0103,site2/test/video1frame145,EndoVis 2018,test,site2/test/video1,representative,q4.smoke,no,no,no,no
HR0103,site2/test/video1frame145,EndoVis 2018,test,site2/test/video1,representative,q4.occlusion,no,no,no,no
HR0103,site2/test/video1frame145,EndoVis 2018,test,site2/test/video1,representative,q5,clear,clear,clear,clear
HR0103,site2/test/video1frame145,EndoVis 2018,test,site2/test/video1,representative,q6,no,no,no,no
HR0103,site2/test/video1frame145,EndoVis 2018,test,site2/test/video1,representative,q7,yes,yes,yes,yes
HR0103,site2/test/video1frame145,EndoVis 2018,test,site2/test/video1,representative,q9,none,none,none,none
HR0104,site2/test/video1frame200,EndoVis 2018,test,site2/test/video1,representative,q4.bleeding,yes,yes,yes,yes
HR0104,site2/test/video1frame200,EndoVis 2018,test,site2/test/video1,representative,q4.smoke,no,no,no,no
HR0104,site2/test/video1frame200,EndoVis 2018,test,site2/test/video1,representative,q4.occlusion,no,no,no,no
HR0104,site2/test/video1frame200,EndoVis 2018,test,site2/test/video1,representative,q5,clear,clear,clear,clear
HR0104,site2/test/video1frame200,EndoVis 2018,test,site2/test/video1,representative,q6,no,no,no,no
HR0104,site2/test/video1frame200,EndoVis 2018,test,site2/test/video1,representative,q7,yes,yes,yes,yes
HR0104,site2/test/video1frame200,EndoVis 2018,test,site2/test/video1,representative,q9,none,none,none,none
HR0105,site2/test/video1frame236,EndoVis 2018,test,site2/test/video1,representative,q4.bleeding,yes,yes,yes,yes
HR0105,site2/test/video1frame236,EndoVis 2018,test,site2/test/video1,representative,q4.smoke,no,no,no,no
HR0105,site2/test/video1frame236,EndoVis 2018,test,site2/test/video1,representative,q4.occlusion,no,no,no,no
HR0105,site2/test/video1frame236,EndoVis 2018,test,site2/test/video1,representative,q5,clear,clear,clear,clear
HR0105,site2/test/video1frame236,EndoVis 2018,test,site2/test/video1,representative,q6,yes,no,yes,no
HR0105,site2/test/video1frame236,EndoVis 2018,test,site2/test/video1,representative,q7,yes,yes,yes,yes
HR0105,site2/test/video1frame236,EndoVis 2018,test,site2/test/video1,representative,q9,none,none,none,none
HR0106,site2/test/video2frame000,EndoVis 2018,test,site2/test/video2,representative,q4.bleeding,no,no,no,no
HR0106,site2/test/video2frame000,EndoVis 2018,test,site2/test/video2,representative,q4.smoke,no,no,no,no
HR0106,site2/test/video2frame000,EndoVis 2018,test,site2/test/video2,representative,q4.occlusion,no,no,no,no
HR0106,site2/test/video2frame000,EndoVis 2018,test,site2/test/video2,representative,q5,clear,clear,clear,clear
HR0106,site2/test/video2frame000,EndoVis 2018,test,site2/test/video2,representative,q6,no,no,no,no
HR0106,site2/test/video2frame000,EndoVis 2018,test,site2/test/video2,representative,q7,yes,yes,yes,yes
HR0106,site2/test/video2frame000,EndoVis 2018,test,site2/test/video2,representative,q9,none,none,none,none
HR0107,site2/test/video2frame097,EndoVis 2018,test,site2/test/video2,representative,q4.bleeding,yes,yes,yes,yes
HR0107,site2/test/video2frame097,EndoVis 2018,test,site2/test/video2,representative,q4.smoke,no,no,no,no
HR0107,site2/test/video2frame097,EndoVis 2018,test,site2/test/video2,representative,q4.occlusion,no,no,no,no
HR0107,site2/test/video2frame097,EndoVis 2018,test,site2/test/video2,representative,q5,clear,clear,clear,clear
HR0107,site2/test/video2frame097,EndoVis 2018,test,site2/test/video2,representative,q6,no,no,no,no
HR0107,site2/test/video2frame097,EndoVis 2018,test,site2/test/video2,representative,q7,yes,yes,yes,yes
HR0107,site2/test/video2frame097,EndoVis 2018,test,site2/test/video2,representative,q9,none,none,none,none
HR0108,site2/test/video2frame114,EndoVis 2018,test,site2/test/video2,representative,q4.bleeding,yes,yes,yes,yes
HR0108,site2/test/video2frame114,EndoVis 2018,test,site2/test/video2,representative,q4.smoke,no,no,no,no
HR0108,site2/test/video2frame114,EndoVis 2018,test,site2/test/video2,representative,q4.occlusion,no,no,no,no
HR0108,site2/test/video2frame114,EndoVis 2018,test,site2/test/video2,representative,q5,clear,clear,clear,clear
HR0108,site2/test/video2frame114,EndoVis 2018,test,site2/test/video2,representative,q6,yes,no,yes,no
HR0108,site2/test/video2frame114,EndoVis 2018,test,site2/test/video2,representative,q7,yes,yes,yes,yes
HR0108,site2/test/video2frame114,EndoVis 2018,test,site2/test/video2,representative,q9,none,none,none,none
HR0109,site2/test/video2frame135,EndoVis 2018,test,site2/test/video2,representative,q4.bleeding,yes,yes,yes,yes
HR0109,site2/test/video2frame135,EndoVis 2018,test,site2/test/video2,representative,q4.smoke,no,no,no,no
HR0109,site2/test/video2frame135,EndoVis 2018,test,site2/test/video2,representative,q4.occlusion,no,no,no,no
HR0109,site2/test/video2frame135,EndoVis 2018,test,site2/test/video2,representative,q5,clear,clear,clear,clear
HR0109,site2/test/video2frame135,EndoVis 2018,test,site2/test/video2,representative,q6,no,no,no,no
HR0109,site2/test/video2frame135,EndoVis 2018,test,site2/test/video2,representative,q7,yes,yes,yes,yes
HR0109,site2/test/video2frame135,EndoVis 2018,test,site2/test/video2,representative,q9,none,none,none,none
HR0110,site2/test/video2frame166,EndoVis 2018,test,site2/test/video2,representative,q4.bleeding,no,yes,no,yes
HR0110,site2/test/video2frame166,EndoVis 2018,test,site2/test/video2,representative,q4.smoke,no,no,no,no
HR0110,site2/test/video2frame166,EndoVis 2018,test,site2/test/video2,representative,q4.occlusion,no,no,no,no
HR0110,site2/test/video2frame166,EndoVis 2018,test,site2/test/video2,representative,q5,clear,clear,clear,clear
HR0110,site2/test/video2frame166,EndoVis 2018,test,site2/test/video2,representative,q6,no,no,no,no
HR0110,site2/test/video2frame166,EndoVis 2018,test,site2/test/video2,representative,q7,yes,yes,yes,yes
HR0110,site2/test/video2frame166,EndoVis 2018,test,site2/test/video2,representative,q9,none,none,none,none
HR0111,site2/test/video2frame239,EndoVis 2018,test,site2/test/video2,representative,q4.bleeding,no,no,no,no
HR0111,site2/test/video2frame239,EndoVis 2018,test,site2/test/video2,representative,q4.smoke,no,no,no,no
HR0111,site2/test/video2frame239,EndoVis 2018,test,site2/test/video2,representative,q4.occlusion,no,no,no,no
HR0111,site2/test/video2frame239,EndoVis 2018,test,site2/test/video2,representative,q5,clear,clear,clear,clear
HR0111,site2/test/video2frame239,EndoVis 2018,test,site2/test/video2,representative,q6,no,no,no,no
HR0111,site2/test/video2frame239,EndoVis 2018,test,site2/test/video2,representative,q7,yes,yes,yes,yes
HR0111,site2/test/video2frame239,EndoVis 2018,test,site2/test/video2,representative,q9,none,none,none,none
HR0112,site2/test/video3frame004,EndoVis 2018,test,site2/test/video3,representative,q4.bleeding,no,yes,no,yes
HR0112,site2/test/video3frame004,EndoVis 2018,test,site2/test/video3,representative,q4.smoke,no,no,no,no
HR0112,site2/test/video3frame004,EndoVis 2018,test,site2/test/video3,representative,q4.occlusion,no,no,no,no
HR0112,site2/test/video3frame004,EndoVis 2018,test,site2/test/video3,representative,q5,clear,clear,clear,clear
HR0112,site2/test/video3frame004,EndoVis 2018,test,site2/test/video3,representative,q6,yes,no,yes,no
HR0112,site2/test/video3frame004,EndoVis 2018,test,site2/test/video3,representative,q7,yes,yes,yes,yes
HR0112,site2/test/video3frame004,EndoVis 2018,test,site2/test/video3,representative,q9,none,none,none,none
HR0113,site2/test/video3frame041,EndoVis 2018,test,site2/test/video3,representative,q4.bleeding,no,yes,no,yes
HR0113,site2/test/video3frame041,EndoVis 2018,test,site2/test/video3,representative,q4.smoke,no,no,no,no
HR0113,site2/test/video3frame041,EndoVis 2018,test,site2/test/video3,representative,q4.occlusion,no,no,no,no
HR0113,site2/test/video3frame041,EndoVis 2018,test,site2/test/video3,representative,q5,clear,clear,clear,clear
HR0113,site2/test/video3frame041,EndoVis 2018,test,site2/test/video3,representative,q6,no,no,no,no
HR0113,site2/test/video3frame041,EndoVis 2018,test,site2/test/video3,representative,q7,yes,yes,yes,yes
HR0113,site2/test/video3frame041,EndoVis 2018,test,site2/test/video3,representative,q9,none,none,none,none
HR0114,site2/test/video3frame063,EndoVis 2018,test,site2/test/video3,representative,q4.bleeding,no,no,no,no
HR0114,site2/test/video3frame063,EndoVis 2018,test,site2/test/video3,representative,q4.smoke,no,no,no,no
HR0114,site2/test/video3frame063,EndoVis 2018,test,site2/test/video3,representative,q4.occlusion,no,no,no,no
HR0114,site2/test/video3frame063,EndoVis 2018,test,site2/test/video3,representative,q5,clear,clear,clear,clear
HR0114,site2/test/video3frame063,EndoVis 2018,test,site2/test/video3,representative,q6,no,no,no,no
HR0114,site2/test/video3frame063,EndoVis 2018,test,site2/test/video3,representative,q7,yes,yes,yes,yes
HR0114,site2/test/video3frame063,EndoVis 2018,test,site2/test/video3,representative,q9,none,none,none,none
HR0115,site2/test/video3frame091,EndoVis 2018,test,site2/test/video3,representative,q4.bleeding,yes,yes,yes,yes
HR0115,site2/test/video3frame091,EndoVis 2018,test,site2/test/video3,representative,q4.smoke,no,no,no,no
HR0115,site2/test/video3frame091,EndoVis 2018,test,site2/test/video3,representative,q4.occlusion,no,no,no,no
HR0115,site2/test/video3frame091,EndoVis 2018,test,site2/test/video3,representative,q5,clear,clear,clear,clear
HR0115,site2/test/video3frame091,EndoVis 2018,test,site2/test/video3,representative,q6,no,no,no,no
HR0115,site2/test/video3frame091,EndoVis 2018,test,site2/test/video3,representative,q7,yes,yes,yes,yes
HR0115,site2/test/video3frame091,EndoVis 2018,test,site2/test/video3,representative,q9,none,none,none,none
HR0116,site2/test/video3frame111,EndoVis 2018,test,site2/test/video3,representative,q4.bleeding,yes,yes,yes,yes
HR0116,site2/test/video3frame111,EndoVis 2018,test,site2/test/video3,representative,q4.smoke,no,no,no,no
HR0116,site2/test/video3frame111,EndoVis 2018,test,site2/test/video3,representative,q4.occlusion,no,no,no,no
HR0116,site2/test/video3frame111,EndoVis 2018,test,site2/test/video3,representative,q5,clear,clear,clear,clear
HR0116,site2/test/video3frame111,EndoVis 2018,test,site2/test/video3,representative,q6,yes,no,yes,no
HR0116,site2/test/video3frame111,EndoVis 2018,test,site2/test/video3,representative,q7,yes,yes,yes,yes
HR0116,site2/test/video3frame111,EndoVis 2018,test,site2/test/video3,representative,q9,none,none,none,none
HR0117,site2/test/video3frame176,EndoVis 2018,test,site2/test/video3,representative,q4.bleeding,no,yes,no,yes
HR0117,site2/test/video3frame176,EndoVis 2018,test,site2/test/video3,representative,q4.smoke,no,no,no,no
HR0117,site2/test/video3frame176,EndoVis 2018,test,site2/test/video3,representative,q4.occlusion,no,no,no,no
HR0117,site2/test/video3frame176,EndoVis 2018,test,site2/test/video3,representative,q5,clear,clear,clear,clear
HR0117,site2/test/video3frame176,EndoVis 2018,test,site2/test/video3,representative,q6,no,no,no,no
HR0117,site2/test/video3frame176,EndoVis 2018,test,site2/test/video3,representative,q7,yes,yes,yes,yes
HR0117,site2/test/video3frame176,EndoVis 2018,test,site2/test/video3,representative,q9,none,none,none,none
HR0118,site2/test/video3frame227,EndoVis 2018,test,site2/test/video3,representative,q4.bleeding,yes,yes,yes,yes
HR0118,site2/test/video3frame227,EndoVis 2018,test,site2/test/video3,representative,q4.smoke,no,no,no,no
HR0118,site2/test/video3frame227,EndoVis 2018,test,site2/test/video3,representative,q4.occlusion,no,no,no,no
HR0118,site2/test/video3frame227,EndoVis 2018,test,site2/test/video3,representative,q5,clear,clear,clear,clear
HR0118,site2/test/video3frame227,EndoVis 2018,test,site2/test/video3,representative,q6,no,no,no,no
HR0118,site2/test/video3frame227,EndoVis 2018,test,site2/test/video3,representative,q7,yes,yes,yes,yes
HR0118,site2/test/video3frame227,EndoVis 2018,test,site2/test/video3,representative,q9,none,none,none,none
HR0119,site2/test/video4frame036,EndoVis 2018,test,site2/test/video4,representative,q4.bleeding,yes,yes,yes,yes
HR0119,site2/test/video4frame036,EndoVis 2018,test,site2/test/video4,representative,q4.smoke,no,no,no,no
HR0119,site2/test/video4frame036,EndoVis 2018,test,site2/test/video4,representative,q4.occlusion,no,no,no,no
HR0119,site2/test/video4frame036,EndoVis 2018,test,site2/test/video4,representative,q5,clear,clear,clear,clear
HR0119,site2/test/video4frame036,EndoVis 2018,test,site2/test/video4,representative,q6,no,yes,no,yes
HR0119,site2/test/video4frame036,EndoVis 2018,test,site2/test/video4,representative,q7,yes,yes,yes,yes
HR0119,site2/test/video4frame036,EndoVis 2018,test,site2/test/video4,representative,q9,none,none,none,none
HR0120,site2/test/video4frame073,EndoVis 2018,test,site2/test/video4,representative,q4.bleeding,no,no,no,no
HR0120,site2/test/video4frame073,EndoVis 2018,test,site2/test/video4,representative,q4.smoke,no,no,no,no
HR0120,site2/test/video4frame073,EndoVis 2018,test,site2/test/video4,representative,q4.occlusion,no,no,no,no
HR0120,site2/test/video4frame073,EndoVis 2018,test,site2/test/video4,representative,q5,clear,clear,clear,clear
HR0120,site2/test/video4frame073,EndoVis 2018,test,site2/test/video4,representative,q6,no,no,no,no
HR0120,site2/test/video4frame073,EndoVis 2018,test,site2/test/video4,representative,q7,yes,yes,yes,yes
HR0120,site2/test/video4frame073,EndoVis 2018,test,site2/test/video4,representative,q9,none,none,none,none
HR0121,site2/test/video4frame112,EndoVis 2018,test,site2/test/video4,representative,q4.bleeding,yes,yes,yes,yes
HR0121,site2/test/video4frame112,EndoVis 2018,test,site2/test/video4,representative,q4.smoke,no,no,no,no
HR0121,site2/test/video4frame112,EndoVis 2018,test,site2/test/video4,representative,q4.occlusion,no,yes,no,yes
HR0121,site2/test/video4frame112,EndoVis 2018,test,site2/test/video4,representative,q5,clear,blurry,clear,degraded
